,Id,ActivityHour,Calories,Steps,TotalIntensity,AverageIntensity
29,1503960366,4/13/2016 5:00:00 AM,47,0,0,0.0
30,1503960366,4/13/2016 6:00:00 AM,48,0,0,0.0
31,1503960366,4/13/2016 7:00:00 AM,59,126,8,0.133333
32,1503960366,4/13/2016 8:00:00 AM,69,275,12,0.2
33,1503960366,4/13/2016 9:00:00 AM,136,1679,27,0.45
34,1503960366,4/13/2016 10:00:00 AM,77,295,15,0.25
35,1503960366,4/13/2016 11:00:00 AM,84,524,16,0.266667
36,1503960366,4/13/2016 12:00:00 PM,82,486,15,0.25
37,1503960366,4/13/2016 1:00:00 PM,72,302,10,0.166667
38,1503960366,4/13/2016 2:00:00 PM,128,1577,46,0.766667
39,1503960366,4/13/2016 3:00:00 PM,79,493,13,0.216667
40,1503960366,4/13/2016 4:00:00 PM,71,299,10,0.166667
41,1503960366,4/13/2016 5:00:00 PM,87,695,23,0.383333
42,1503960366,4/13/2016 6:00:00 PM,118,1343,25,0.416667
43,1503960366,4/13/2016 7:00:00 PM,73,258,13,0.216667
44,1503960366,4/13/2016 8:00:00 PM,47,0,0,0.0
45,1503960366,4/13/2016 9:00:00 PM,48,0,0,0.0
46,1503960366,4/13/2016 10:00:00 PM,74,437,11,0.183333
47,1503960366,4/13/2016 11:00:00 PM,135,1766,56,0.933333
48,1503960366,4/14/2016 12:00:00 AM,56,81,4,0.066667
49,1503960366,4/14/2016 1:00:00 AM,54,58,3,0.05
50,1503960366,4/14/2016 2:00:00 AM,47,0,0,0.0
51,1503960366,4/14/2016 3:00:00 AM,47,0,0,0.0
52,1503960366,4/14/2016 4:00:00 AM,47,0,0,0.0
53,1503960366,4/14/2016 5:00:00 AM,47,0,0,0.0
54,1503960366,4/14/2016 6:00:00 AM,47,0,0,0.0
55,1503960366,4/14/2016 7:00:00 AM,47,0,0,0.0
56,1503960366,4/14/2016 8:00:00 AM,47,0,0,0.0
57,1503960366,4/14/2016 9:00:00 AM,93,902,14,0.233333
58,1503960366,4/14/2016 10:00:00 AM,109,1106,23,0.383333
59,1503960366,4/14/2016 11:00:00 AM,64,50,7,0.116667
60,1503960366,4/14/2016 12:00:00 PM,85,501,18,0.3
61,1503960366,4/14/2016 1:00:00 PM,137,1779,54,0.9
62,1503960366,4/14/2016 2:00:00 PM,113,1228,22,0.366667
63,1503960366,4/14/2016 3:00:00 PM,66,139,7,0.116667
64,1503960366,4/14/2016 4:00:00 PM,88,408,25,0.416667
65,1503960366,4/14/2016 5:00:00 PM,61,37,5,0.083333
66,1503960366,4/14/2016 6:00:00 PM,72,322,12,0.2
67,1503960366,4/14/2016 7:00:00 PM,55,11,1,0.016667
68,1503960366,4/14/2016 8:00:00 PM,91,806,24,0.4
69,1503960366,4/14/2016 9:00:00 PM,174,2670,57,0.95
70,1503960366,4/14/2016 10:00:00 PM,79,362,17,0.283333
71,1503960366,4/14/2016 11:00:00 PM,50,0,0,0.0
72,1503960366,4/15/2016 12:00:00 AM,60,83,6,0.1
73,1503960366,4/15/2016 1:00:00 AM,58,75,5,0.083333
74,1503960366,4/15/2016 2:00:00 AM,59,124,7,0.116667
75,1503960366,4/15/2016 3:00:00 AM,47,0,0,0.0
76,1503960366,4/15/2016 4:00:00 AM,47,0,0,0.0
77,1503960366,4/15/2016 5:00:00 AM,49,26,1,0.016667
78,1503960366,4/15/2016 6:00:00 AM,47,0,0,0.0
79,1503960366,4/15/2016 7:00:00 AM,49,7,1,0.016667
80,1503960366,4/15/2016 8:00:00 AM,54,55,5,0.083333
81,1503960366,4/15/2016 9:00:00 AM,50,21,2,0.033333
82,1503960366,4/15/2016 10:00:00 AM,63,154,8,0.133333
83,1503960366,4/15/2016 11:00:00 AM,84,425,23,0.383333
84,1503960366,4/15/2016 12:00:00 PM,74,270,13,0.216667
85,1503960366,4/15/2016 1:00:00 PM,67,373,9,0.15
86,1503960366,4/15/2016 2:00:00 PM,47,0,0,0.0
87,1503960366,4/15/2016 3:00:00 PM,47,0,0,0.0
88,1503960366,4/15/2016 4:00:00 PM,47,0,0,0.0
89,1503960366,4/15/2016 5:00:00 PM,140,1774,47,0.783333
90,1503960366,4/15/2016 6:00:00 PM,87,509,22,0.366667
91,1503960366,4/15/2016 7:00:00 PM,97,519,32,0.533333
92,1503960366,4/15/2016 8:00:00 PM,64,77,8,0.133333
93,1503960366,4/15/2016 9:00:00 PM,75,280,14,0.233333
94,1503960366,4/15/2016 10:00:00 PM,151,2145,66,1.1
95,1503960366,4/15/2016 11:00:00 PM,182,2768,95,1.583333
96,1503960366,4/16/2016 12:00:00 AM,77,459,15,0.25
97,1503960366,4/16/2016 1:00:00 AM,48,0,0,0.0
98,1503960366,4/16/2016 2:00:00 AM,52,63,3,0.05
99,1503960366,4/16/2016 3:00:00 AM,48,6,1,0.016667
100,1503960366,4/16/2016 4:00:00 AM,49,6,1,0.016667
101,1503960366,4/16/2016 5:00:00 AM,49,12,1,0.016667
102,1503960366,4/16/2016 6:00:00 AM,48,0,0,0.0
103,1503960366,4/16/2016 7:00:00 AM,54,101,4,0.066667
104,1503960366,4/16/2016 8:00:00 AM,62,175,9,0.15
105,1503960366,4/16/2016 9:00:00 AM,124,1181,38,0.633333
106,1503960366,4/16/2016 10:00:00 AM,110,1295,14,0.233333
107,1503960366,4/16/2016 11:00:00 AM,147,2043,30,0.5
108,1503960366,4/16/2016 12:00:00 PM,119,1513,42,0.7
109,1503960366,4/16/2016 1:00:00 PM,214,3616,90,1.5
110,1503960366,4/16/2016 2:00:00 PM,82,580,20,0.333333
111,1503960366,4/16/2016 3:00:00 PM,51,0,0,0.0
112,1503960366,4/16/2016 4:00:00 PM,54,15,2,0.033333
113,1503960366,4/16/2016 5:00:00 PM,79,380,17,0.283333
114,1503960366,4/16/2016 6:00:00 PM,65,96,10,0.166667
115,1503960366,4/16/2016 7:00:00 PM,67,146,12,0.2
116,1503960366,4/16/2016 8:00:00 PM,81,385,19,0.316667
117,1503960366,4/16/2016 9:00:00 PM,75,463,13,0.216667
118,1503960366,4/16/2016 10:00:00 PM,55,42,3,0.05
119,1503960366,4/16/2016 11:00:00 PM,56,92,5,0.083333
120,1503960366,4/17/2016 12:00:00 AM,47,0,0,0.0
121,1503960366,4/17/2016 1:00:00 AM,48,0,0,0.0
122,1503960366,4/17/2016 2:00:00 AM,47,0,0,0.0
123,1503960366,4/17/2016 3:00:00 AM,49,8,1,0.016667
124,1503960366,4/17/2016 4:00:00 AM,48,0,0,0.0
125,1503960366,4/17/2016 5:00:00 AM,48,0,0,0.0
126,1503960366,4/17/2016 6:00:00 AM,48,0,0,0.0
127,1503960366,4/17/2016 7:00:00 AM,48,0,0,0.0
128,1503960366,4/17/2016 8:00:00 AM,48,0,0,0.0
129,1503960366,4/17/2016 9:00:00 AM,48,0,0,0.0
130,1503960366,4/17/2016 10:00:00 AM,47,0,0,0.0
131,1503960366,4/17/2016 11:00:00 AM,63,84,9,0.15
132,1503960366,4/17/2016 12:00:00 PM,76,260,18,0.3
133,1503960366,4/17/2016 1:00:00 PM,83,402,23,0.383333
134,1503960366,4/17/2016 2:00:00 PM,69,252,10,0.166667
135,1503960366,4/17/2016 3:00:00 PM,73,191,13,0.216667
136,1503960366,4/17/2016 4:00:00 PM,57,13,2,0.033333
137,1503960366,4/17/2016 5:00:00 PM,174,2613,71,1.183333
138,1503960366,4/17/2016 6:00:00 PM,136,1616,39,0.65
139,1503960366,4/17/2016 7:00:00 PM,95,754,24,0.4
140,1503960366,4/17/2016 8:00:00 PM,191,2955,87,1.45
141,1503960366,4/17/2016 9:00:00 PM,79,487,16,0.266667
142,1503960366,4/17/2016 10:00:00 PM,58,70,5,0.083333
143,1503960366,4/17/2016 11:00:00 PM,50,0,0,0.0
144,1503960366,4/18/2016 12:00:00 AM,82,416,21,0.35
145,1503960366,4/18/2016 1:00:00 AM,48,0,0,0.0
146,1503960366,4/18/2016 2:00:00 AM,47,0,0,0.0
147,1503960366,4/18/2016 3:00:00 AM,47,0,0,0.0
148,1503960366,4/18/2016 4:00:00 AM,47,0,0,0.0
149,1503960366,4/18/2016 5:00:00 AM,47,0,0,0.0
150,1503960366,4/18/2016 6:00:00 AM,47,0,0,0.0
151,1503960366,4/18/2016 7:00:00 AM,47,0,0,0.0
152,1503960366,4/18/2016 8:00:00 AM,47,0,0,0.0
153,1503960366,4/18/2016 9:00:00 AM,133,1688,39,0.65
154,1503960366,4/18/2016 10:00:00 AM,81,380,17,0.283333
155,1503960366,4/18/2016 11:00:00 AM,73,328,15,0.25
156,1503960366,4/18/2016 12:00:00 PM,118,1306,40,0.666667
157,1503960366,4/18/2016 1:00:00 PM,70,268,9,0.15
158,1503960366,4/18/2016 2:00:00 PM,64,137,7,0.116667
159,1503960366,4/18/2016 3:00:00 PM,80,495,14,0.233333
160,1503960366,4/18/2016 4:00:00 PM,78,277,17,0.283333
161,1503960366,4/18/2016 5:00:00 PM,79,304,18,0.3
162,1503960366,4/18/2016 6:00:00 PM,234,4074,114,1.9
163,1503960366,4/18/2016 7:00:00 PM,157,2101,30,0.5
164,1503960366,4/18/2016 8:00:00 PM,57,28,2,0.033333
165,1503960366,4/18/2016 9:00:00 PM,68,187,11,0.183333
166,1503960366,4/18/2016 10:00:00 PM,86,542,19,0.316667
167,1503960366,4/18/2016 11:00:00 PM,83,488,18,0.3
168,1503960366,4/19/2016 12:00:00 AM,47,0,0,0.0
169,1503960366,4/19/2016 1:00:00 AM,49,22,1,0.016667
170,1503960366,4/19/2016 2:00:00 AM,47,0,0,0.0
171,1503960366,4/19/2016 3:00:00 AM,50,9,2,0.033333
172,1503960366,4/19/2016 4:00:00 AM,47,0,0,0.0
173,1503960366,4/19/2016 5:00:00 AM,47,0,0,0.0
174,1503960366,4/19/2016 6:00:00 AM,49,7,1,0.016667
175,1503960366,4/19/2016 7:00:00 AM,75,316,19,0.316667
176,1503960366,4/19/2016 8:00:00 AM,130,1656,38,0.633333
177,1503960366,4/19/2016 9:00:00 AM,79,367,16,0.266667
178,1503960366,4/19/2016 10:00:00 AM,75,203,16,0.266667
179,1503960366,4/19/2016 11:00:00 AM,72,194,13,0.216667
180,1503960366,4/19/2016 12:00:00 PM,143,1887,61,1.016667
181,1503960366,4/19/2016 1:00:00 PM,171,2697,65,1.083333
182,1503960366,4/19/2016 2:00:00 PM,76,409,12,0.2
183,1503960366,4/19/2016 3:00:00 PM,72,299,12,0.2
184,1503960366,4/19/2016 4:00:00 PM,71,297,9,0.15
185,1503960366,4/19/2016 5:00:00 PM,90,732,13,0.216667
186,1503960366,4/19/2016 6:00:00 PM,120,1280,30,0.5
187,1503960366,4/19/2016 7:00:00 PM,93,397,31,0.516667
188,1503960366,4/19/2016 8:00:00 PM,159,2487,69,1.15
189,1503960366,4/19/2016 9:00:00 PM,94,826,16,0.266667
190,1503960366,4/19/2016 10:00:00 PM,58,52,4,0.066667
191,1503960366,4/19/2016 11:00:00 PM,120,1369,48,0.8
192,1503960366,4/20/2016 12:00:00 AM,54,16,2,0.033333
193,1503960366,4/20/2016 1:00:00 AM,53,36,2,0.033333
194,1503960366,4/20/2016 2:00:00 AM,47,0,0,0.0
195,1503960366,4/20/2016 3:00:00 AM,48,0,0,0.0
196,1503960366,4/20/2016 4:00:00 AM,48,0,0,0.0
197,1503960366,4/20/2016 5:00:00 AM,47,0,0,0.0
198,1503960366,4/20/2016 6:00:00 AM,48,0,0,0.0
199,1503960366,4/20/2016 7:00:00 AM,51,29,3,0.05
200,1503960366,4/20/2016 8:00:00 AM,70,264,14,0.233333
201,1503960366,4/20/2016 9:00:00 AM,144,1993,50,0.833333
202,1503960366,4/20/2016 10:00:00 AM,79,459,13,0.216667
203,1503960366,4/20/2016 11:00:00 AM,58,65,1,0.016667
204,1503960366,4/20/2016 12:00:00 PM,64,185,8,0.133333
205,1503960366,4/20/2016 1:00:00 PM,61,64,5,0.083333
206,1503960366,4/20/2016 2:00:00 PM,113,1270,39,0.65
207,1503960366,4/20/2016 3:00:00 PM,97,797,21,0.35
208,1503960366,4/20/2016 4:00:00 PM,70,261,11,0.183333
209,1503960366,4/20/2016 5:00:00 PM,57,13,2,0.033333
210,1503960366,4/20/2016 6:00:00 PM,114,1308,32,0.533333
211,1503960366,4/20/2016 7:00:00 PM,117,1558,36,0.6
212,1503960366,4/20/2016 8:00:00 PM,80,499,12,0.2
213,1503960366,4/20/2016 9:00:00 PM,83,395,22,0.366667
214,1503960366,4/20/2016 10:00:00 PM,62,77,7,0.116667
215,1503960366,4/20/2016 11:00:00 PM,120,1255,33,0.55
216,1503960366,4/21/2016 12:00:00 AM,54,17,2,0.033333
217,1503960366,4/21/2016 1:00:00 AM,61,129,8,0.133333
218,1503960366,4/21/2016 2:00:00 AM,55,81,5,0.083333
219,1503960366,4/21/2016 3:00:00 AM,48,0,0,0.0
220,1503960366,4/21/2016 4:00:00 AM,47,0,0,0.0
221,1503960366,4/21/2016 5:00:00 AM,47,0,0,0.0
222,1503960366,4/21/2016 6:00:00 AM,48,0,0,0.0
223,1503960366,4/21/2016 7:00:00 AM,52,38,3,0.05
224,1503960366,4/21/2016 8:00:00 AM,71,245,15,0.25
225,1503960366,4/21/2016 9:00:00 AM,133,1672,26,0.433333
226,1503960366,4/21/2016 10:00:00 AM,77,255,16,0.266667
227,1503960366,4/21/2016 11:00:00 AM,55,0,0,0.0
228,1503960366,4/21/2016 12:00:00 PM,73,384,11,0.183333
229,1503960366,4/21/2016 1:00:00 PM,113,1140,25,0.416667
230,1503960366,4/21/2016 2:00:00 PM,58,12,2,0.033333
231,1503960366,4/21/2016 3:00:00 PM,68,213,8,0.133333
232,1503960366,4/21/2016 4:00:00 PM,60,26,4,0.066667
233,1503960366,4/21/2016 5:00:00 PM,60,96,5,0.083333
234,1503960366,4/21/2016 6:00:00 PM,69,213,9,0.15
235,1503960366,4/21/2016 7:00:00 PM,64,100,8,0.133333
236,1503960366,4/21/2016 8:00:00 PM,213,3541,92,1.533333
237,1503960366,4/21/2016 9:00:00 PM,104,970,21,0.35
238,1503960366,4/21/2016 10:00:00 PM,63,89,9,0.15
239,1503960366,4/21/2016 11:00:00 PM,84,598,15,0.25
240,1503960366,4/22/2016 12:00:00 AM,47,0,0,0.0
241,1503960366,4/22/2016 1:00:00 AM,47,0,0,0.0
242,1503960366,4/22/2016 2:00:00 AM,47,0,0,0.0
243,1503960366,4/22/2016 3:00:00 AM,47,0,0,0.0
244,1503960366,4/22/2016 4:00:00 AM,47,0,0,0.0
245,1503960366,4/22/2016 5:00:00 AM,47,0,0,0.0
246,1503960366,4/22/2016 6:00:00 AM,47,0,0,0.0
247,1503960366,4/22/2016 7:00:00 AM,47,0,0,0.0
248,1503960366,4/22/2016 8:00:00 AM,47,0,0,0.0
249,1503960366,4/22/2016 9:00:00 AM,65,192,13,0.216667
250,1503960366,4/22/2016 10:00:00 AM,54,29,2,0.033333
251,1503960366,4/22/2016 11:00:00 AM,102,958,34,0.566667
252,1503960366,4/22/2016 12:00:00 PM,57,38,2,0.033333
253,1503960366,4/22/2016 1:00:00 PM,60,118,4,0.066667
254,1503960366,4/22/2016 2:00:00 PM,54,0,0,0.0
255,1503960366,4/22/2016 3:00:00 PM,66,180,10,0.166667
256,1503960366,4/22/2016 4:00:00 PM,58,22,4,0.066667
257,1503960366,4/22/2016 5:00:00 PM,104,1041,18,0.3
258,1503960366,4/22/2016 6:00:00 PM,87,514,23,0.383333
259,1503960366,4/22/2016 7:00:00 PM,82,629,16,0.266667
260,1503960366,4/22/2016 8:00:00 PM,71,329,13,0.216667
261,1503960366,4/22/2016 9:00:00 PM,311,5934,159,2.65
262,1503960366,4/22/2016 10:00:00 PM,95,855,30,0.5
263,1503960366,4/22/2016 11:00:00 PM,136,1925,54,0.9
264,1503960366,4/23/2016 12:00:00 AM,63,182,9,0.15
265,1503960366,4/23/2016 1:00:00 AM,47,0,0,0.0
266,1503960366,4/23/2016 2:00:00 AM,49,11,1,0.016667
267,1503960366,4/23/2016 3:00:00 AM,47,0,0,0.0
268,1503960366,4/23/2016 4:00:00 AM,47,0,0,0.0
269,1503960366,4/23/2016 5:00:00 AM,48,0,0,0.0
270,1503960366,4/23/2016 6:00:00 AM,50,12,2,0.033333
271,1503960366,4/23/2016 7:00:00 AM,48,0,0,0.0
272,1503960366,4/23/2016 8:00:00 AM,59,127,8,0.133333
273,1503960366,4/23/2016 9:00:00 AM,75,285,17,0.283333
274,1503960366,4/23/2016 10:00:00 AM,56,49,4,0.066667
275,1503960366,4/23/2016 11:00:00 AM,84,703,11,0.183333
276,1503960366,4/23/2016 12:00:00 PM,129,1597,49,0.816667
277,1503960366,4/23/2016 1:00:00 PM,129,1453,51,0.85
278,1503960366,4/23/2016 2:00:00 PM,78,202,20,0.333333
279,1503960366,4/23/2016 3:00:00 PM,73,158,15,0.25
280,1503960366,4/23/2016 4:00:00 PM,140,2008,52,0.866667
281,1503960366,4/23/2016 5:00:00 PM,121,1472,26,0.433333
282,1503960366,4/23/2016 6:00:00 PM,173,2569,66,1.1
283,1503960366,4/23/2016 7:00:00 PM,51,29,2,0.033333
284,1503960366,4/23/2016 8:00:00 PM,63,142,9,0.15
285,1503960366,4/23/2016 9:00:00 PM,162,2432,54,0.9
286,1503960366,4/23/2016 10:00:00 PM,96,709,25,0.416667
287,1503960366,4/23/2016 11:00:00 PM,60,231,6,0.1
288,1503960366,4/24/2016 12:00:00 AM,66,141,10,0.166667
289,1503960366,4/24/2016 1:00:00 AM,54,42,2,0.033333
290,1503960366,4/24/2016 2:00:00 AM,48,0,0,0.0
291,1503960366,4/24/2016 3:00:00 AM,48,0,0,0.0
292,1503960366,4/24/2016 4:00:00 AM,49,8,1,0.016667
293,1503960366,4/24/2016 5:00:00 AM,48,0,0,0.0
294,1503960366,4/24/2016 6:00:00 AM,49,7,1,0.016667
295,1503960366,4/24/2016 7:00:00 AM,47,0,0,0.0
296,1503960366,4/24/2016 8:00:00 AM,49,8,1,0.016667
297,1503960366,4/24/2016 9:00:00 AM,59,76,8,0.133333
298,1503960366,4/24/2016 10:00:00 AM,90,492,26,0.433333
299,1503960366,4/24/2016 11:00:00 AM,67,149,12,0.2
300,1503960366,4/24/2016 12:00:00 PM,82,548,12,0.2
301,1503960366,4/24/2016 1:00:00 PM,74,394,12,0.2
302,1503960366,4/24/2016 2:00:00 PM,52,26,1,0.016667
303,1503960366,4/24/2016 3:00:00 PM,52,27,2,0.033333
304,1503960366,4/24/2016 4:00:00 PM,102,885,29,0.483333
305,1503960366,4/24/2016 5:00:00 PM,86,411,25,0.416667
306,1503960366,4/24/2016 6:00:00 PM,115,911,40,0.666667
307,1503960366,4/24/2016 7:00:00 PM,270,4871,131,2.183333
308,1503960366,4/24/2016 8:00:00 PM,76,342,18,0.3
309,1503960366,4/24/2016 9:00:00 PM,74,244,17,0.283333
310,1503960366,4/24/2016 10:00:00 PM,61,66,7,0.116667
311,1503960366,4/24/2016 11:00:00 PM,72,391,10,0.166667
312,1503960366,4/25/2016 12:00:00 AM,62,95,8,0.133333
313,1503960366,4/25/2016 1:00:00 AM,53,22,3,0.05
314,1503960366,4/25/2016 2:00:00 AM,57,97,6,0.1
315,1503960366,4/25/2016 3:00:00 AM,47,0,0,0.0
316,1503960366,4/25/2016 4:00:00 AM,50,25,2,0.033333
317,1503960366,4/25/2016 5:00:00 AM,49,4,1,0.016667
318,1503960366,4/25/2016 6:00:00 AM,47,0,0,0.0
319,1503960366,4/25/2016 7:00:00 AM,52,44,3,0.05
320,1503960366,4/25/2016 8:00:00 AM,83,426,22,0.366667
321,1503960366,4/25/2016 9:00:00 AM,146,2041,46,0.766667
322,1503960366,4/25/2016 10:00:00 AM,73,258,12,0.2
323,1503960366,4/25/2016 11:00:00 AM,121,1468,24,0.4
324,1503960366,4/25/2016 12:00:00 PM,92,707,19,0.316667
325,1503960366,4/25/2016 1:00:00 PM,75,299,13,0.216667
326,1503960366,4/25/2016 2:00:00 PM,62,94,5,0.083333
327,1503960366,4/25/2016 3:00:00 PM,76,359,13,0.216667
328,1503960366,4/25/2016 4:00:00 PM,71,263,10,0.166667
329,1503960366,4/25/2016 5:00:00 PM,67,188,8,0.133333
330,1503960366,4/25/2016 6:00:00 PM,61,116,6,0.1
331,1503960366,4/25/2016 7:00:00 PM,182,2815,86,1.433333
332,1503960366,4/25/2016 8:00:00 PM,95,895,30,0.5
333,1503960366,4/25/2016 9:00:00 PM,267,4895,132,2.2
334,1503960366,4/25/2016 10:00:00 PM,68,188,11,0.183333
335,1503960366,4/25/2016 11:00:00 PM,54,56,3,0.05
336,1503960366,4/26/2016 12:00:00 AM,56,101,4,0.066667
337,1503960366,4/26/2016 1:00:00 AM,66,178,11,0.183333
338,1503960366,4/26/2016 2:00:00 AM,51,0,0,0.0
339,1503960366,4/26/2016 3:00:00 AM,64,145,11,0.183333
340,1503960366,4/26/2016 4:00:00 AM,48,0,0,0.0
341,1503960366,4/26/2016 5:00:00 AM,49,7,1,0.016667
342,1503960366,4/26/2016 6:00:00 AM,48,0,0,0.0
343,1503960366,4/26/2016 7:00:00 AM,52,28,3,0.05
344,1503960366,4/26/2016 8:00:00 AM,67,173,13,0.216667
345,1503960366,4/26/2016 9:00:00 AM,139,1826,31,0.516667
346,1503960366,4/26/2016 10:00:00 AM,92,666,22,0.366667
347,1503960366,4/26/2016 11:00:00 AM,78,266,17,0.283333
348,1503960366,4/26/2016 12:00:00 PM,74,415,10,0.166667
349,1503960366,4/26/2016 1:00:00 PM,126,1571,42,0.7
350,1503960366,4/26/2016 2:00:00 PM,142,1998,60,1.0
351,1503960366,4/26/2016 3:00:00 PM,74,323,9,0.15
352,1503960366,4/26/2016 4:00:00 PM,93,697,22,0.366667
353,1503960366,4/26/2016 5:00:00 PM,60,143,5,0.083333
354,1503960366,4/26/2016 6:00:00 PM,169,2513,72,1.2
355,1503960366,4/26/2016 7:00:00 PM,73,148,15,0.25
356,1503960366,4/26/2016 8:00:00 PM,127,1649,26,0.433333
357,1503960366,4/26/2016 9:00:00 PM,79,450,14,0.233333
358,1503960366,4/26/2016 10:00:00 PM,66,148,9,0.15
359,1503960366,4/26/2016 11:00:00 PM,80,310,21,0.35
360,1503960366,4/27/2016 12:00:00 AM,68,277,10,0.166667
361,1503960366,4/27/2016 1:00:00 AM,59,60,5,0.083333
362,1503960366,4/27/2016 2:00:00 AM,53,17,2,0.033333
363,1503960366,4/27/2016 3:00:00 AM,47,0,0,0.0
364,1503960366,4/27/2016 4:00:00 AM,47,0,0,0.0
365,1503960366,4/27/2016 5:00:00 AM,47,0,0,0.0
366,1503960366,4/27/2016 6:00:00 AM,47,0,0,0.0
367,1503960366,4/27/2016 7:00:00 AM,47,0,0,0.0
368,1503960366,4/27/2016 8:00:00 AM,47,0,0,0.0
369,1503960366,4/27/2016 9:00:00 AM,149,1916,33,0.55
370,1503960366,4/27/2016 10:00:00 AM,93,502,27,0.45
371,1503960366,4/27/2016 11:00:00 AM,100,797,23,0.383333
372,1503960366,4/27/2016 12:00:00 PM,89,701,12,0.2
373,1503960366,4/27/2016 1:00:00 PM,76,319,13,0.216667
374,1503960366,4/27/2016 2:00:00 PM,150,1932,35,0.583333
375,1503960366,4/27/2016 3:00:00 PM,63,59,6,0.1
376,1503960366,4/27/2016 4:00:00 PM,64,98,7,0.116667
377,1503960366,4/27/2016 5:00:00 PM,73,261,13,0.216667
378,1503960366,4/27/2016 6:00:00 PM,178,2714,73,1.216667
379,1503960366,4/27/2016 7:00:00 PM,318,5786,150,2.5
380,1503960366,4/27/2016 8:00:00 PM,174,2420,70,1.166667
381,1503960366,4/27/2016 9:00:00 PM,76,266,20,0.333333
382,1503960366,4/27/2016 10:00:00 PM,47,0,0,0.0
383,1503960366,4/27/2016 11:00:00 PM,47,0,0,0.0
384,1503960366,4/28/2016 12:00:00 AM,47,0,0,0.0
385,1503960366,4/28/2016 1:00:00 AM,62,127,10,0.166667
386,1503960366,4/28/2016 2:00:00 AM,48,0,0,0.0
387,1503960366,4/28/2016 3:00:00 AM,47,0,0,0.0
388,1503960366,4/28/2016 4:00:00 AM,48,0,0,0.0
389,1503960366,4/28/2016 5:00:00 AM,47,0,0,0.0
390,1503960366,4/28/2016 6:00:00 AM,48,0,0,0.0
391,1503960366,4/28/2016 7:00:00 AM,49,14,1,0.016667
392,1503960366,4/28/2016 8:00:00 AM,63,128,11,0.183333
393,1503960366,4/28/2016 9:00:00 AM,116,1192,38,0.633333
394,1503960366,4/28/2016 10:00:00 AM,105,987,19,0.316667
395,1503960366,4/28/2016 11:00:00 AM,73,288,10,0.166667
396,1503960366,4/28/2016 12:00:00 PM,78,317,16,0.266667
397,1503960366,4/28/2016 1:00:00 PM,108,1144,33,0.55
398,1503960366,4/28/2016 2:00:00 PM,124,1512,47,0.783333
399,1503960366,4/28/2016 3:00:00 PM,61,115,5,0.083333
400,1503960366,4/28/2016 4:00:00 PM,81,554,10,0.166667
401,1503960366,4/28/2016 5:00:00 PM,72,235,11,0.183333
402,1503960366,4/28/2016 6:00:00 PM,138,1829,56,0.933333
403,1503960366,4/28/2016 7:00:00 PM,56,13,1,0.016667
404,1503960366,4/28/2016 8:00:00 PM,151,2122,50,0.833333
405,1503960366,4/28/2016 9:00:00 PM,103,986,21,0.35
406,1503960366,4/28/2016 10:00:00 PM,55,16,2,0.033333
407,1503960366,4/28/2016 11:00:00 PM,121,1512,48,0.8
408,1503960366,4/29/2016 12:00:00 AM,65,202,9,0.15
409,1503960366,4/29/2016 1:00:00 AM,49,0,0,0.0
410,1503960366,4/29/2016 2:00:00 AM,54,71,4,0.066667
411,1503960366,4/29/2016 3:00:00 AM,47,0,0,0.0
412,1503960366,4/29/2016 4:00:00 AM,47,0,0,0.0
