,Id,Date,Calories,Steps,VeryActiveMinutes,LightlyActiveMinutes,FairlyActiveMinutes,SedentaryMinutes,VeryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,SedentaryActiveDistance,TotalTimeInBed,TotalMinutesAsleep,TotalSleepRecords
43,1624580081,2016-04-24,1617,6076,16,185,18,1221,1.149999976,1.889999986,0.910000026,0.0,,,
44,1624580081,2016-04-25,1492,6497,0,202,0,1238,0.0,4.199999809,0.0,0.02,,,
45,1624580081,2016-04-26,1402,2826,0,140,0,1300,0.0,1.830000043,0.0,0.01,,,
46,1624580081,2016-04-27,1670,8367,17,154,36,1233,1.110000014,2.460000038,1.870000005,0.0,,,
47,1624580081,2016-04-28,1401,2759,0,115,5,1320,0.0,1.600000024,0.200000003,0.0,,,
48,1624580081,2016-04-29,1404,2390,0,150,0,1290,0.0,1.549999952,0.0,0.0,,,
49,1624580081,2016-04-30,1655,6474,11,224,23,1182,0.899999976,2.119999886,1.279999971,0.01,,,
50,1624580081,2016-05-01,2690,36019,186,171,63,1020,21.92000008,1.909999967,4.190000057,0.02,,,
51,1624580081,2016-05-02,1497,7155,7,166,6,1261,0.860000014,3.470000029,0.589999974,0.0,,,
52,1624580081,2016-05-03,1334,2100,0,96,0,1344,0.0,1.340000033,0.0,0.02,,,
53,1624580081,2016-05-04,1368,2193,0,118,0,1322,0.0,1.419999957,0.0,0.0,,,
54,1624580081,2016-05-05,1370,2470,0,117,0,1323,0.0,1.580000043,0.0,0.02,,,
55,1624580081,2016-05-06,1341,1727,0,102,0,1338,0.0,1.120000005,0.0,0.01,,,
56,1624580081,2016-05-07,1474,2104,0,182,0,1258,0.0,1.370000005,0.0,0.0,,,
57,1624580081,2016-05-08,1427,3427,0,152,0,1288,0.0,2.220000029,0.0,0.0,,,
58,1624580081,2016-05-09,1328,1732,0,91,0,1349,0.0,1.129999995,0.0,0.0,,,
59,1624580081,2016-05-10,1393,2969,0,139,0,1301,0.0,1.919999957,0.0,0.01,,,
60,1624580081,2016-05-11,1359,3134,0,112,0,1328,0.0,2.039999962,0.0,0.0,,,
61,1624580081,2016-05-12,1002,2971,0,107,0,890,0.0,1.919999957,0.0,0.01,,,
62,1644430081,2016-04-12,3199,10694,2,256,51,1131,0.140000001,5.329999924,2.299999952,0.0,,,
63,1644430081,2016-04-13,2902,8001,30,135,16,1259,2.279999971,2.640000105,0.899999976,0.0,,,
64,1644430081,2016-04-14,3226,11037,5,252,58,1125,0.360000014,5.099999905,2.559999943,0.0,,,
65,1644430081,2016-04-15,2750,5263,3,170,4,1263,0.219999999,3.450000048,0.150000006,0.0,,,
66,1644430081,2016-04-16,3493,15300,51,212,42,1135,4.099999905,5.090000153,1.879999995,0.0,,,
67,1644430081,2016-04-17,3011,8757,29,186,13,1212,2.25,3.549999952,0.569999993,0.0,,,
68,1644430081,2016-04-18,2806,7132,15,121,33,1271,1.070000052,2.450000048,1.669999957,0.0,,,
69,1644430081,2016-04-19,3300,11256,5,278,58,1099,0.360000014,5.300000191,2.529999971,0.0,,,
70,1644430081,2016-04-20,2430,2436,0,125,0,1315,0.0,1.75999999,0.0,0.01,,,
71,1644430081,2016-04-21,2140,1223,0,38,0,1402,0.0,0.879999995,0.0,0.01,,,
72,1644430081,2016-04-22,2344,3673,0,86,0,1354,0.0,2.660000086,0.0,0.01,,,
73,1644430081,2016-04-23,2677,6637,0,160,15,1265,0.0,4.25,0.579999983,0.0,,,
74,1644430081,2016-04-24,2413,3321,0,89,0,1351,0.0,2.410000086,0.0,0.0,,,
75,1644430081,2016-04-25,2497,3580,8,94,1,1337,0.589999974,1.950000048,0.059999999,0.0,,,
76,1644430081,2016-04-26,3123,9919,11,223,41,1165,0.800000012,4.690000057,1.720000029,0.0,,,
77,1644430081,2016-04-27,2489,3032,0,118,0,1322,0.0,2.200000048,0.0,0.0,,,
78,1644430081,2016-04-28,3108,9405,3,227,53,1157,0.200000003,4.309999943,2.319999933,0.0,,,
79,1644430081,2016-04-29,2498,3176,0,120,0,1193,0.0,2.309999943,0.0,0.0,127.0,119.0,1.0
80,1644430081,2016-04-30,3846,18213,9,402,71,816,0.629999995,9.460000038,3.140000105,0.0,142.0,124.0,1.0
81,1644430081,2016-05-01,2696,6132,3,146,24,908,0.239999995,3.230000019,0.99000001,0.0,,,
82,1644430081,2016-05-02,2580,3758,1,148,7,682,0.07,2.349999905,0.310000002,0.0,961.0,796.0,1.0
83,1644430081,2016-05-03,3324,12850,10,221,94,1115,0.720000029,4.539999962,4.090000153,0.0,,,
84,1644430081,2016-05-04,2222,2309,0,52,0,1388,0.0,1.659999967,0.0,0.02,,,
85,1644430081,2016-05-05,2463,4363,6,81,12,1341,0.519999981,2.130000114,0.540000021,0.01,,,
86,1644430081,2016-05-06,3328,9787,11,369,6,1054,0.819999993,6.010000229,0.270000011,0.02,,,
87,1644430081,2016-05-07,3404,13372,41,243,17,1139,3.25999999,5.670000076,0.790000021,0.01,,,
88,1644430081,2016-05-08,2987,6724,0,295,0,991,0.0,4.880000114,0.0,0.0,154.0,137.0,1.0
89,1644430081,2016-05-09,3008,6643,32,303,6,1099,2.390000105,2.089999914,0.349999994,0.01,,,
90,1644430081,2016-05-10,2799,9167,12,155,19,1254,0.879999995,4.96999979,0.810000002,0.01,,,
91,1644430081,2016-05-11,1276,1329,0,49,0,713,0.0,0.949999988,0.0,0.01,,,
92,1844505072,2016-04-12,2030,6697,0,339,0,1101,0.0,4.429999828,0.0,0.0,,,
93,1844505072,2016-04-13,1860,4929,0,248,0,1192,0.0,3.25999999,0.0,0.0,,,
94,1844505072,2016-04-14,2130,7937,0,373,0,843,0.0,5.230000019,0.0,0.0,,,
95,1844505072,2016-04-15,1725,3844,0,176,0,527,0.0,2.539999962,0.0,0.0,961.0,644.0,1.0
96,1844505072,2016-04-16,1657,3414,0,147,0,1293,0.0,2.25999999,0.0,0.0,,,
97,1844505072,2016-04-17,1793,4525,2,199,8,1231,0.140000001,2.589999914,0.25999999,0.0,,,
98,1844505072,2016-04-18,1814,4597,0,217,12,1211,0.0,2.559999943,0.479999989,0.0,,,
99,1844505072,2016-04-19,1366,197,0,10,0,1430,0.0,0.129999995,0.0,0.0,,,
100,1844505072,2016-04-20,1349,8,0,1,0,1439,0.0,0.01,0.0,0.0,,,
101,1844505072,2016-04-21,2062,8054,2,308,13,1117,0.119999997,4.679999828,0.519999981,0.0,,,
102,1844505072,2016-04-22,1827,5372,0,220,0,1220,0.0,3.549999952,0.0,0.0,,,
103,1844505072,2016-04-23,1645,3570,0,139,0,1301,0.0,2.359999895,0.0,0.0,,,
104,1844505072,2016-04-24,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
105,1844505072,2016-04-25,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
106,1844505072,2016-04-26,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
107,1844505072,2016-04-27,1348,4,0,1,0,1439,0.0,0.0,0.0,0.0,,,
108,1844505072,2016-04-28,1992,6907,0,302,0,1138,0.0,4.559999943,0.0,0.0,,,
109,1844505072,2016-04-29,1856,4920,0,247,0,1082,0.0,3.25,0.0,0.0,,,
110,1844505072,2016-04-30,1763,4014,0,184,0,218,0.0,2.650000095,0.0,0.0,961.0,722.0,1.0
111,1844505072,2016-05-01,1541,2573,0,75,7,585,0.0,1.450000048,0.25999999,0.0,961.0,590.0,1.0
112,1844505072,2016-05-02,1348,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
113,1844505072,2016-05-03,1742,4059,0,184,0,1256,0.0,2.680000067,0.0,0.0,,,
114,1844505072,2016-05-04,1549,2080,0,87,0,1353,0.0,1.370000005,0.0,0.0,,,
115,1844505072,2016-05-05,1589,2237,0,120,0,1320,0.0,1.480000019,0.0,0.0,,,
116,1844505072,2016-05-06,1351,44,0,2,0,1438,0.0,0.029999999,0.0,0.0,,,
117,1844505072,2016-05-07,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
118,1844505072,2016-05-08,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
119,1844505072,2016-05-09,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
120,1844505072,2016-05-10,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
121,1844505072,2016-05-11,1347,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
122,1844505072,2016-05-12,665,0,0,0,0,711,0.0,0.0,0.0,0.0,,,
123,1927972279,2016-04-12,2220,678,0,55,0,734,0.0,0.469999999,0.0,0.0,775.0,750.0,3.0
124,1927972279,2016-04-13,2151,356,0,32,0,986,0.0,0.25,0.0,0.0,422.0,398.0,1.0
125,1927972279,2016-04-14,2383,2163,0,88,9,1292,0.0,1.100000024,0.400000006,0.0,,,
126,1927972279,2016-04-15,2221,980,0,51,0,941,0.0,0.680000007,0.0,0.0,499.0,475.0,2.0
127,1927972279,2016-04-16,2064,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
128,1927972279,2016-04-17,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
129,1927972279,2016-04-18,2111,244,0,17,0,1423,0.0,0.170000002,0.0,0.0,,,
130,1927972279,2016-04-19,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
131,1927972279,2016-04-20,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
132,1927972279,2016-04-21,2064,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
133,1927972279,2016-04-22,2093,149,0,10,0,1430,0.0,0.100000001,0.0,0.0,,,
134,1927972279,2016-04-23,2499,2945,0,145,0,1295,0.0,2.039999962,0.0,0.0,,,
135,1927972279,2016-04-24,2324,2090,1,75,6,1358,0.07,1.139999986,0.239999995,0.0,,,
136,1927972279,2016-04-25,2100,152,0,12,0,1303,0.0,0.109999999,0.0,0.0,,,
137,1927972279,2016-04-26,2638,3761,0,192,0,1058,0.0,2.599999905,0.0,0.0,315.0,296.0,1.0
138,1927972279,2016-04-27,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
139,1927972279,2016-04-28,2351,1675,0,95,0,1167,0.0,1.159999967,0.0,0.0,178.0,166.0,1.0
140,1927972279,2016-04-29,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
141,1927972279,2016-04-30,2064,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
142,1927972279,2016-05-01,2411,2704,14,70,1,1355,1.00999999,0.829999983,0.029999999,0.0,,,
143,1927972279,2016-05-02,2505,3790,16,94,8,1322,1.159999967,1.159999967,0.300000012,0.0,,,
144,1927972279,2016-05-03,2195,1326,10,17,0,1413,0.730000019,0.180000007,0.0,0.0,,,
145,1927972279,2016-05-04,2338,1786,0,87,0,1353,0.0,1.24000001,0.0,0.0,,,
146,1927972279,2016-05-05,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
147,1927972279,2016-05-06,2383,2091,0,108,0,1332,0.0,1.450000048,0.0,0.0,,,
148,1927972279,2016-05-07,2229,1510,0,48,0,1392,0.0,1.039999962,0.0,0.0,,,
149,1927972279,2016-05-08,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
150,1927972279,2016-05-09,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
151,1927972279,2016-05-10,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
152,1927972279,2016-05-11,2063,0,0,0,0,1440,0.0,0.0,0.0,0.0,,,
153,1927972279,2016-05-12,1383,0,0,0,0,966,0.0,0.0,0.0,0.0,,,
154,2022484408,2016-04-12,2390,11875,42,227,14,1157,3.309999943,4.260000229,0.769999981,0.0,,,
155,2022484408,2016-04-13,2601,12024,43,292,5,1100,2.99000001,5.409999847,0.100000001,0.0,,,
156,2022484408,2016-04-14,2312,10690,32,257,3,1148,2.480000019,4.820000172,0.209999993,0.0,,,
157,2022484408,2016-04-15,2525,11034,27,282,9,1122,1.940000057,5.78000021,0.310000002,0.0,,,
158,2022484408,2016-04-16,2177,10100,41,151,11,1237,3.150000095,3.390000105,0.550000012,0.0,,,
159,2022484408,2016-04-17,2782,15112,28,331,29,1052,3.869999886,6.880000114,0.660000026,0.0,,,
160,2022484408,2016-04-18,2770,14131,48,311,3,1078,3.640000105,6.300000191,0.119999997,0.0,,,
161,2022484408,2016-04-19,2489,11548,31,250,7,1152,3.289999962,5.0,0.239999995,0.0,,,
162,2022484408,2016-04-20,2897,15112,48,276,63,1053,3.339999914,5.400000095,1.929999948,0.0,,,
163,2022484408,2016-04-21,3158,12453,104,255,53,1028,3.329999924,4.309999943,1.110000014,0.0,,,
164,2022484408,2016-04-22,2638,12954,52,273,10,1105,4.429999828,4.46999979,0.419999987,0.0,,,
165,2022484408,2016-04-23,2069,6001,0,249,0,1191,0.0,4.210000038,0.0,0.0,,,
166,2022484408,2016-04-24,2529,13481,37,216,26,1161,4.550000191,4.579999924,1.149999976,0.0,,,
167,2022484408,2016-04-25,2470,11369,44,217,8,1171,3.329999924,4.460000038,0.219999999,0.0,,,
168,2022484408,2016-04-26,2793,10119,55,275,24,1086,1.429999948,5.110000134,0.660000026,0.0,,,
169,2022484408,2016-04-27,2463,10159,19,282,20,1119,1.039999962,5.119999886,0.970000029,0.0,,,
170,2022484408,2016-04-28,2296,10140,6,291,20,1123,0.409999996,5.389999866,1.330000043,0.0,,,
171,2022484408,2016-04-29,2611,10245,21,281,40,1098,0.479999989,5.5,1.210000038,0.0,,,
172,2022484408,2016-04-30,2732,18387,13,361,23,1043,0.939999998,10.56999969,1.399999976,0.0,,,
173,2022484408,2016-05-01,2380,10538,25,245,28,1142,1.940000057,4.5,0.959999979,0.0,,,
174,2022484408,2016-05-02,2473,10379,36,277,8,1119,2.609999895,4.329999924,0.340000004,0.0,,,
175,2022484408,2016-05-03,2752,12183,72,250,14,1104,3.99000001,4.28000021,0.460000008,0.0,,,
176,2022484408,2016-05-04,2649,11768,36,272,27,1105,2.50999999,4.849999905,0.930000007,0.0,,,
177,2022484408,2016-05-05,2609,11895,55,253,20,1112,2.789999962,4.699999809,0.860000014,0.0,,,
178,2022484408,2016-05-06,2498,10227,24,295,17,1104,1.870000005,4.639999866,0.670000017,0.0,,,
179,2022484408,2016-05-07,1995,6708,20,149,2,1269,1.610000014,3.019999981,0.079999998,0.0,,,
180,2022484408,2016-05-08,1848,3292,0,135,0,1305,0.0,2.309999943,0.0,0.0,,,
181,2022484408,2016-05-09,2709,13379,35,297,47,1061,2.119999886,5.639999866,1.629999995,0.0,,,
182,2022484408,2016-05-10,2797,12798,57,271,28,1084,2.220000029,5.559999943,1.210000038,0.0,,,
183,2022484408,2016-05-11,2544,13272,58,224,25,1133,4.179999828,3.99000001,1.149999976,0.0,,,
184,2022484408,2016-05-12,1853,9117,16,236,16,728,1.279999971,4.440000057,0.670000017,0.0,,,
185,2026352035,2016-04-12,1459,4414,3,181,8,706,0.189999998,2.200000048,0.349999994,0.0,546.0,503.0,1.0
186,2026352035,2016-04-13,1521,4993,0,238,0,663,0.0,3.099999905,0.0,0.0,565.0,531.0,1.0
187,2026352035,2016-04-14,1431,3335,0,197,0,653,0.0,2.049999952,0.0,0.0,568.0,545.0,1.0
188,2026352035,2016-04-15,1444,3821,0,188,0,687,0.0,2.369999886,0.0,0.0,573.0,523.0,1.0
189,2026352035,2016-04-16,1373,2547,0,150,0,728,0.0,1.580000043,0.0,0.0,567.0,524.0,1.0
190,2026352035,2016-04-17,1214,838,0,60,0,1053,0.0,0.519999981,0.0,0.0,498.0,437.0,1.0
191,2026352035,2016-04-18,1419,3325,0,182,0,1062,0.0,2.059999943,0.0,0.0,,,
192,2026352035,2016-04-19,1356,2424,0,141,0,785,0.0,1.5,0.0,0.0,540.0,498.0,1.0
193,2026352035,2016-04-20,1667,7222,0,327,0,623,0.0,4.480000019,0.0,0.0,510.0,461.0,1.0
194,2026352035,2016-04-21,1370,2467,0,153,0,749,0.0,1.529999971,0.0,0.0,514.0,477.0,1.0
195,2026352035,2016-04-22,1399,2915,0,162,0,712,0.0,1.809999943,0.0,0.0,545.0,520.0,1.0
196,2026352035,2016-04-23,1916,12357,0,432,0,458,0.0,7.710000038,0.0,0.0,554.0,522.0,1.0
197,2026352035,2016-04-24,1401,3490,0,164,0,704,0.0,2.160000086,0.0,0.0,591.0,555.0,1.0
198,2026352035,2016-04-25,1576,6017,0,260,0,821,0.0,3.730000019,0.0,0.0,531.0,506.0,1.0
199,2026352035,2016-04-26,1595,5933,0,288,0,1018,0.0,3.680000067,0.0,0.0,,,
200,2026352035,2016-04-27,1593,6088,0,286,0,586,0.0,3.769999981,0.0,0.0,545.0,508.0,1.0
201,2026352035,2016-04-28,1649,6375,0,331,0,626,0.0,3.950000048,0.0,0.0,545.0,513.0,1.0
202,2026352035,2016-04-29,1692,7604,0,352,0,492,0.0,4.710000038,0.0,0.0,510.0,490.0,1.0
203,2026352035,2016-04-30,1506,4729,0,233,0,594,0.0,2.930000067,0.0,0.0,607.0,573.0,1.0
204,2026352035,2016-05-01,1447,3609,0,191,0,716,0.0,2.279999971,0.0,0.0,546.0,527.0,1.0
205,2026352035,2016-05-02,1690,7018,0,355,0,716,0.0,4.349999905,0.0,0.0,543.0,511.0,1.0
206,2026352035,2016-05-03,1604,5992,0,304,0,981,0.0,3.720000029,0.0,0.0,,,
207,2026352035,2016-05-04,1658,6564,0,345,0,530,0.0,4.070000172,0.0,0.0,560.0,538.0,1.0
208,2026352035,2016-05-05,1926,12167,0,475,0,479,0.0,7.539999962,0.0,0.0,485.0,468.0,1.0
209,2026352035,2016-05-06,1736,8198,0,383,0,511,0.0,5.079999924,0.0,0.0,548.0,524.0,1.0
210,2026352035,2016-05-07,1491,4193,0,229,0,665,0.0,2.599999905,0.0,0.0,521.0,511.0,1.0
211,2026352035,2016-05-08,1555,5528,0,258,0,610,0.0,3.450000048,0.0,0.0,568.0,541.0,1.0
212,2026352035,2016-05-09,1869,10685,0,401,0,543,0.0,6.599999905,0.0,0.0,556.0,531.0,1.0
213,2026352035,2016-05-10,1141,254,0,17,0,1002,0.0,0.159999996,0.0,0.0,380.0,357.0,1.0
214,2026352035,2016-05-11,1698,8580,0,330,0,569,0.0,5.320000172,0.0,0.0,553.0,523.0,1.0
215,2026352035,2016-05-12,1364,8891,0,343,0,330,0.0,5.510000229,0.0,0.0,485.0,456.0,1.0
216,2320127002,2016-04-12,2124,10725,13,306,9,1112,1.169999957,6.010000229,0.310000002,0.0,,,
217,2320127002,2016-04-13,2003,7275,0,335,0,1105,0.0,4.900000095,0.0,0.0,,,
218,2320127002,2016-04-14,1696,3973,0,191,0,1249,0.0,2.680000067,0.0,0.0,,,
219,2320127002,2016-04-15,1801,5205,0,245,0,1195,0.0,3.50999999,0.0,0.0,,,
220,2320127002,2016-04-16,1724,5057,0,195,0,1245,0.0,3.400000095,0.0,0.0,,,
221,2320127002,2016-04-17,1852,6198,0,249,0,1191,0.0,4.179999828,0.0,0.0,,,
222,2320127002,2016-04-18,1905,6559,0,260,7,1173,0.0,4.139999866,0.25999999,0.0,,,
223,2320127002,2016-04-19,1811,5997,0,228,11,1201,0.0,3.660000086,0.379999995,0.0,,,
224,2320127002,2016-04-20,1922,7192,0,283,11,1146,0.0,4.340000153,0.49000001,0.0,,,
225,2320127002,2016-04-21,1610,3404,1,127,10,1302,0.059999999,1.809999943,0.419999987,0.0,,,
226,2320127002,2016-04-22,1851,5583,0,266,0,1174,0.0,3.75999999,0.0,0.0,,,
227,2320127002,2016-04-23,1804,5079,0,242,0,1129,0.0,3.420000076,0.0,0.0,69.0,61.0,1.0
228,2320127002,2016-04-24,1725,4165,0,204,0,1236,0.0,2.799999952,0.0,0.0,,,
229,2320127002,2016-04-25,1654,3588,3,152,5,1280,0.230000004,1.99000001,0.200000003,0.0,,,
230,2320127002,2016-04-26,1632,3409,0,147,0,1293,0.0,2.299999952,0.0,0.0,,,
231,2320127002,2016-04-27,1481,1715,0,82,0,1358,0.0,1.159999967,0.0,0.0,,,
232,2320127002,2016-04-28,1473,1532,0,76,0,1364,0.0,1.029999971,0.0,0.0,,,
233,2320127002,2016-04-29,1410,924,0,45,0,1395,0.0,0.620000005,0.0,0.0,,,
234,2320127002,2016-04-30,1779,4571,0,234,0,1206,0.0,3.069999933,0.0,0.0,,,
235,2320127002,2016-05-01,1403,772,0,40,0,1400,0.0,0.519999981,0.0,0.0,,,
236,2320127002,2016-05-02,1613,3634,5,123,6,1306,0.360000014,1.879999995,0.209999993,0.0,,,
237,2320127002,2016-05-03,1878,7443,20,206,10,1204,1.49000001,3.160000086,0.370000005,0.0,,,
238,2320127002,2016-05-04,1426,1201,0,52,0,1388,0.0,0.810000002,0.0,0.0,,,
239,2320127002,2016-05-05,1780,5202,0,223,11,1206,0.0,3.109999895,0.389999986,0.0,,,
240,2320127002,2016-05-06,1742,4878,0,204,0,1236,0.0,3.289999962,0.0,0.0,,,
241,2320127002,2016-05-07,1972,7379,0,319,0,1121,0.0,4.96999979,0.0,0.0,,,
242,2320127002,2016-05-08,1821,5161,0,247,0,1193,0.0,3.470000029,0.0,0.0,,,
243,2320127002,2016-05-09,1630,3090,0,145,0,1295,0.0,2.079999924,0.0,0.0,,,
244,2320127002,2016-05-10,1899,6227,0,290,0,1150,0.0,4.199999809,0.0,0.0,,,
245,2320127002,2016-05-11,1903,6424,0,300,0,1140,0.0,4.329999924,0.0,0.0,,,
246,2320127002,2016-05-12,1125,2661,0,128,0,830,0.0,1.789999962,0.0,0.0,,,
247,2347167796,2016-04-12,2344,10113,28,320,13,964,2.0,4.199999809,0.620000005,0.0,,,
248,2347167796,2016-04-13,2038,10352,19,195,32,676,1.659999967,3.410000086,1.940000057,0.0,531.0,467.0,1.0
249,2347167796,2016-04-14,2010,10129,1,206,48,705,0.02,3.940000057,2.74000001,0.0,489.0,445.0,1.0
250,2347167796,2016-04-15,2133,10465,1,284,24,720,0.07,5.429999828,1.419999957,0.0,504.0,452.0,1.0
251,2347167796,2016-04-16,2670,22244,66,268,72,968,5.449999809,5.53000021,4.099999905,0.0,,,
252,2347167796,2016-04-17,1882,5472,1,249,7,508,0.079999998,3.25999999,0.280000001,0.0,602.0,556.0,1.0
253,2347167796,2016-04-18,1944,8247,11,206,16,678,0.790000021,3.789999962,0.860000014,0.0,557.0,500.0,1.0
254,2347167796,2016-04-19,2346,6711,0,382,7,648,0.0,4.440000057,0.0,0.0,514.0,465.0,1.0
255,2347167796,2016-04-20,2198,10999,11,269,43,1011,0.680000007,4.78000021,1.809999943,0.0,,,
